Project;Type;Platform;янв.13;фев.13;мар.13;апр.13;май.13;июн.13;июл.13;авг.13;сен.13;окт.13;ноя.13;дек.13;янв.14;фев.14;мар.14;апр.14;май.14;июн.14;июл.14;авг.14;сен.14;окт.14;ноя.14;дек.14;янв.15;фев.15;мар.15;апр.15;май.15;июн.15;июл.15;авг.15;сен.15;окт.15;ноя.15;дек.15;янв.16;фев.16;мар.16;апр.16;май.16;июн.16;июл.16;авг.16;сен.16;окт.16;ноя.16;дек.16;янв.17;фев.17;мар.17;апр.17;май.17;июн.17;июл.17;авг.17;сен.17;окт.17;ноя.17;дек.17;янв.18;фев.18;мар.18
Тверь;Франчайзи;Онлайн;26308;32588;33331;36260;31359;35540;47134;48251;50360;47101;49465;50943;50914;45623;50606;30202;19792;18180;16480;16397;19340;23339;25570;28104;33037;42927;57440;60830;60252;67013;68254;65023;64572;70811;65777;65947;58638;61611;63116;60430;55158;57381;52933;54891;48801;48923;50419;53180;53962;53789;60095;59380;59638;58533;67438;71145;73905;78986;79946;82374;81013;81445;91006
Тверь;Франчайзи;ПК;8499;8788;9461;9642;8763;8613;8558;8380;8402;8645;8474;8324;8101;7891;8036;7593;6939;6809;6594;6157;6603;6749;6596;6454;6140;6218;6386;6273;5816;5741;5803;5697;5584;5756;5742;5584;5099;5160;5203;4975;4586;4519;4417;4381;4368;4280;4181;3992;3797;3776;3927;3618;3487;3301;3136;3052;2996;3141;2964;2867;2737;2725;2666
Тобольск;Франчайзи;Мобилка;0;0;0;0;0;0;8809;10544;11887;13542;14810;16510;18340;18033;20388;14094;15195;16566;18669;17947;17402;18689;16719;17628;19342;18598;19446;19347;19592;19144;21239;21274;19685;20482;20628;21346;23090;22670;23158;23518;24449;25455;27231;27374;26360;24648;23357;23873;24752;24262;25439;25370;26557;28310;31213;32465;29875;30118;30230;30952;31835;30549;32633
Тобольск;Франчайзи;Онлайн;0;0;0;0;0;0;0;1297;4015;5893;6353;7232;8616;8984;10375;9141;5951;5383;5983;6130;6308;7412;7634;8170;9021;9275;11307;12962;12248;13432;14883;13872;13482;15017;14193;15581;15456;16134;16857;16197;16066;17605;17277;17432;15648;16460;17038;18005;18208;17973;18829;17914;18668;19889;23977;27571;27009;28707;28539;31048;30612;30284;33083
Тобольск;Франчайзи;ПК;0;0;0;0;0;0;2880;2925;2927;3250;3242;3329;3440;3544;3669;3517;3265;3173;3329;2872;3062;3326;3190;3155;2939;3033;3310;3059;2830;2932;3142;3138;2963;3137;3092;2961;2841;3033;3138;2966;2838;2864;2863;2709;2628;2650;2473;2432;2420;2283;2452;2248;2214;2147;2006;2022;1945;1976;2023;1817;1760;1732;1730
Тольятти;Филиал;Мобилка;20508;23625;29719;32591;37382;40084;44347;49283;53225;57311;61400;66055;68350;68327;77260;71522;74326;76900;82923;84829;83972;88793;89373;92347;97226;91619;95314;93922;94560;95767;100677;102332;100800;103494;103863;108566;110650;111381;112769;111249;112659;113006;117533;116951;120868;120456;117629;119972;121676;118915;123178;122593;127221;130524;138207;142942;136309;136511;137513;140802;141912;135966;142030
Тольятти;Филиал;Онлайн;36163;43593;42389;42852;39278;47229;57193;59440;64069;65972;70390;71476;78640;69339;81044;67528;60124;61458;62767;65928;71651;80556;81706;83230;97622;101757;117915;118279;116497;127627;132012;128528;128079;139512;129475;132232;126472;129092;137182;136813;122895;135325;121520;119261;110208;110062;117872;132572;122668;119110;128259;125301;126772;125775;141887;154426;151633;164698;164405;173762;166348;164529;183734
Тольятти;Филиал;ПК;62955;63006;66644;67589;64629;63691;64078;63175;61934;62531;61504;60331;59023;57793;58517;56428;53212;51896;51740;48045;49643;50555;48938;48574;46779;45092;46005;44207;41088;40860;40358;39561;38545;39443;38376;37512;35925;36117;36646;35138;33212;32065;31005;30202;30189;30125;29585;28508;27848;26862;27529;26112;24916;23522;22193;21831;21305;22056;21594;20540;20157;19173;18925
Томск;Франчайзи;Мобилка;30628;33973;41865;44680;51884;54058;57919;65836;70538;76728;80910;86866;93758;94287;105648;117251;122248;124063;122883;135578;140943;144072;145391;153085;152027;152159;158859;157004;159649;158530;158535;166443;175906;178453;179103;184082;185024;184413;190810;188749;189076;190059;189178;199236;210014;210728;204121;207875;212870;206696;211912;210219;213524;216416;218476;228264;229146;231262;230434;233317;228208;227289;236873
Томск;Франчайзи;Онлайн;62978;65480;61121;57602;53627;55526;59555;60970;68182;90735;93402;89675;81725;78671;86672;91047;77264;71851;72313;82764;92944;106064;108135;113507;117958;130196;151573;153633;151219;158711;160817;162219;167298;177769;164860;174424;162716;167418;179364;172553;165761;169467;159377;168567;162260;173293;173753;176655;182711;173608;189610;184168;216215;199425;193616;210554;221569;236326;232534;242368;226576;222577;244467
Томск;Франчайзи;ПК;174989;173758;185531;185084;182094;175764;171073;170469;172981;176201;172387;169354;165437;161612;163905;158640;154354;147942;142200;135610;141693;145198;141316;139851;132802;130963;133402;128563;122672;120410;116286;115800;116544;118293;116290;113626;109118;108627;109721;105114;101347;97885;93566;93444;92463;94868;92340;89606;87495;84761;86418;82494;79536;74932;71232;71363;70752;72093;70197;67977;65513;63588;63143
Тула;Франчайзи;Мобилка;13406;14997;19895;21017;24773;26687;29502;32656;36338;36806;39574;42861;43213;40915;46571;43029;45888;47127;51254;48633;51487;50113;53536;52849;53470;52199;53945;53644;56517;59333;62077;63908;62089;64087;62643;66361;66148;67237;67950;66885;66291;67730;70365;70156;72160;69580;66907;68470;69137;68939;71153;71614;74650;74749;78729;80272;77749;78102;77601;79136;78799;76231;80484
Тула;Франчайзи;Онлайн;25960;33108;33569;32717;29705;35610;47173;48656;51832;48642;51337;53680;52939;49343;55995;36018;25491;24803;23302;24636;29552;35439;38164;46641;48236;57250;79046;83046;83803;92261;95875;92577;93972;102535;93184;95702;88609;91385;94704;88850;83423;92979;81488;84100;76162;77367;79937;84893;84122;85232;93993;91079;92022;90538;104064;110533;115233;126579;126561;135821;130233;133448;151205
Тула;Франчайзи;ПК;18117;17864;18979;18999;17906;17495;17936;17321;17188;17368;17175;16759;16567;16234;16588;15841;14727;14701;14466;13181;13876;14369;13917;13775;13279;13017;13344;12839;12164;12010;11954;11636;11605;11704;11386;11154;10673;10803;11063;10441;9856;9496;9337;9293;9129;9257;8963;8551;8307;8127;8292;7782;7479;7080;6782;6663;6553;6702;6488;6367;6137;5868;5900
Тюмень;Франчайзи;Мобилка;43420;49546;61405;65318;75773;79651;87007;96333;106374;116880;124288;135390;147101;148617;163133;185263;191348;199117;206184;221518;227368;228803;232545;242151;250138;245098;256417;251699;256287;254369;262890;268842;272635;281529;281787;289527;298670;293264;302084;299241;303820;312563;318925;322689;334862;338537;330525;336150;342381;337389;349075;345288;355576;364624;381550;393473;386212;389995;391777;397237;403768;391132;411353
Тюмень;Франчайзи;Онлайн;92825;94109;89637;84277;79649;54431;64675;86696;88785;141420;142716;135384;123795;118825;135550;133013;103661;103460;110265;118373;129844;145449;149037;152147;163963;182173;220111;221315;222134;238399;251093;244491;241887;259001;237228;252333;237899;245395;258629;245192;236062;270796;243449;246310;232502;237377;239880;250446;245437;241197;255816;245346;252838;250302;278352;296799;299840;316357;314984;336148;318346;313674;352216
Тюмень;Франчайзи;ПК;199746;197981;209979;208205;203094;196617;195334;192614;191832;195667;192089;188864;185335;181493;182652;178371;169898;164845;163463;153588;158766;161638;158130;155998;149718;146559;149277;142978;135615;133394;132375;130140;127257;131463;127977;125040;120895;121106;121977;116226;111090;109319;105611;104147;103991;105290;102596;99908;97237;94947;97225;91765;88802;84510;80691;80046;79530;81131;78948;76385;74461;71195;71075
Улан-Удэ;Франчайзи;Мобилка;12547;14785;17536;17993;21222;22811;25875;28316;30578;33099;35109;38726;42935;43168;47333;58195;61164;63753;67556;72326;67962;72191;80017;85267;89052;85691;90154;89197;90052;91710;97030;99141;100213;104169;106902;114658;117955;114047;116879;115103;116887;118466;124221;127850;127167;129572;127423;133638;136659;133185;138457;135948;138309;141312;151897;158251;152139;153762;155434;161247;164421;158456;166943
Улан-Удэ;Франчайзи;Онлайн;26453;28734;29400;29296;26453;28638;30520;32580;34154;40977;46650;45860;41974;39379;45251;40735;28700;26013;32926;39864;41725;48252;51947;55407;61270;65684;79647;81341;80202;86265;88521;86493;85313;93974;86706;98914;92402;91102;98695;94539;89671;101354;87871;90721;83126;86438;88203;93876;92678;88486;98830;94544;96158;96091;109306;115926;118976;125324;124747;139184;135571;125859;143249
Улан-Удэ;Франчайзи;ПК;41080;41598;44740;45069;43405;42957;43427;43195;43210;44529;44236;44323;43918;43284;43744;41792;40868;39005;38293;36023;37839;38872;38246;37773;36345;35592;36292;34627;32666;32416;31195;30649;30832;31462;31171;30587;29237;28935;29461;28294;26499;25774;24480;24585;24233;24516;24031;23411;22389;21538;22190;20713;19713;18485;17352;17316;17369;17459;17017;16285;16054;15400;15162
Ульяновск;Франчайзи;Мобилка;11880;13307;17177;18550;21816;23399;26290;29756;31878;33494;36024;38873;40266;39708;44979;34849;35867;38229;41771;37603;41699;42902;43092;43261;44593;43380;45204;45128;45537;46994;51171;53220;51876;53501;53880;55183;56472;57169;57453;56938;56793;57565;61961;61800;64510;62242;60104;61711;62753;62478;64043;64005;65105;66364;70787;73434;70603;70620;70686;71224;72726;69994;73760
Ульяновск;Франчайзи;Онлайн;28461;36798;37778;38696;34469;40980;54107;57061;59245;56021;60120;60858;63705;57586;61941;45490;31303;30063;28898;28964;32705;39928;42351;44854;51316;62943;78965;80700;76008;84959;89840;88274;88433;94777;87203;92112;84198;85773;89805;83194;77441;80864;77659;79058;72479;66746;66232;77758;79183;78079;84967;82032;83202;82150;94040;101327;103419;110712;112422;116919;114486;114156;127765
Ульяновск;Франчайзи;ПК;18846;19433;20896;21343;20295;19894;20627;20324;19985;20213;19958;19546;19914;19770;20172;19377;17824;17718;17650;16143;16910;17507;16614;16273;15548;15429;15980;15307;14022;14140;14094;14072;13572;13982;13733;13298;12660;12831;13059;12403;11596;11356;11034;10919;10714;10605;10438;9969;9676;9348;9643;8919;8556;8148;7722;7669;7521;7645;7372;7079;6994;6706;6574
Уральск;Франчайзи;Мобилка;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7721;11034;11251;13905;15250;17224;20239;25765;30541;31502;32324;33747;37117;41034;40601;44133
Уральск;Франчайзи;Онлайн;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4679;11226;12730;17647;19729;23796;28367;39601;43387;45632;52845;56849;62919;74764;69442;75725
Уральск;Франчайзи;ПК;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;311;353;362;375;348;330;335;325;348;307;340;337;310;342;327;324
Уссурийск;Франчайзи;Мобилка;0;0;11595;14612;17651;20631;24373;27977;29884;32845;36408;40716;43700;43925;48953;30640;33174;34567;37213;38163;30294;27258;36227;37300;40294;39537;40419;40440;40641;38277;40477;43331;40784;41055;41270;42905;42884;42153;43599;43620;44156;44706;48257;50664;47502;44073;41195;43758;44582;43493;45229;44738;46288;47373;51316;54808;50426;49626;48523;49614;49482;47585;50415
Уссурийск;Франчайзи;Онлайн;0;0;1064;3695;5264;7792;9482;9944;10067;10831;13104;13226;12734;12040;11985;9158;6357;5148;6749;7979;8438;10099;11805;12583;15497;18209;20867;21191;21318;23130;23581;22530;20727;21410;18316;22397;21510;21946;22870;21674;21231;22398;21744;21946;20063;19961;21056;22756;22937;22740;24095;22085;23266;23615;28475;33054;31915;33172;34827;38363;36181;35960;40213
Уссурийск;Франчайзи;ПК;0;0;2829;3423;3491;3400;3974;3845;3760;3896;3950;3974;4025;4134;4290;4182;4084;3903;3958;3343;3620;3845;3702;3499;3448;3500;3623;3584;3304;3380;3441;3288;3273;3257;3283;3143;2879;3093;3168;3071;2858;2853;2864;2756;2676;2708;2525;2406;2306;2274;2451;2285;2176;2087;1964;2013;1867;1935;1887;1778;1678;1644;1585
Усть-Каменогорск;Франчайзи;Мобилка;0;0;0;0;0;5186;6957;8127;9266;10658;11950;13464;15526;15617;17507;16510;18614;20403;23599;25796;26436;30188;33537;37772;41960;42188;45504;45677;47322;48622;53573;57882;59835;62969;64486;69776;73166;72649;77157;74912;76029;78112;83793;88311;88627;91167;89106;94584;98405;96117;100313;100638;104301;108462;116480;123180;120032;121665;124011;127663;127860;125411;132375
Усть-Каменогорск;Франчайзи;Онлайн;0;0;0;0;0;2354;3955;4776;6931;8393;11528;12981;16652;16830;18560;17498;15445;18897;21282;21099;22444;25271;29472;31754;33282;37447;41073;42305;38340;41730;45725;46391;48300;48319;39713;50187;56892;60197;62820;60627;60968;69421;66206;67606;66640;66824;66892;66646;73927;71315;76159;75647;78737;80440;91954;97466;97008;103891;105241;126973;127766;123388;127061
Усть-Каменогорск;Франчайзи;ПК;0;0;0;0;0;1762;2303;2687;3608;4237;4795;5062;6013;6298;6626;6623;6586;6604;6682;6407;6999;7356;7419;7414;7813;7592;7749;7600;7183;7230;7158;7243;7226;7237;7207;6951;6994;6893;6827;6616;6229;6068;5930;5998;6041;6009;5913;5660;5630;5407;5429;5188;4940;4668;4466;4423;4434;4423;4327;4021;4020;3892;3713
Уфа;Филиал;Мобилка;42108;48487;58509;61862;71364;75773;84352;93217;103827;113840;119948;133568;141543;143971;161331;190854;193984;202529;212209;226581;230359;239090;247375;257987;258287;257642;270280;267156;270414;273420;286563;297887;305143;311983;312468;324229;325209;333351;339053;334238;333958;336829;340145;348646;368037;373896;365566;372887;373639;372025;380031;380847;388506;397060;409504;422659;420536;426766;424669;433175;431968;423533;439722
Уфа;Филиал;Онлайн;93093;100492;95291;95396;81328;90714;110646;119904;130582;170284;182986;174698;170651;162550;186302;170097;129001;122708;126032;136132;145993;163315;167214;178087;189894;219081;266571;273292;265609;282855;295143;299571;295491;316003;284978;297746;274178;288803;305082;288678;271579;305816;265075;273835;261317;268977;270640;294209;273300;274401;299906;299141;313436;313495;317722;340194;344923;365336;364829;383933;357100;357387;396628
Уфа;Филиал;ПК;228363;227251;239612;237471;226975;219935;217113;214541;215282;217007;212814;208805;204178;200472;201298;194677;181913;176672;171979;161349;167441;170786;165810;162414;154835;151599;153486;147566;138264;134071;131661;130291;128251;131167;128316;124840;119513;119770;120297;115025;108467;105265;99706;99252;100408;100357;98732;95475;91274;89758;91231;86699;82590;78371;73275;72911;72024;73201;72060;69240;67278;64970;63945
Хабаровск;Франчайзи;Мобилка;23657;27861;35351;37670;42809;46296;51477;57065;62450;68181;74227;80941;88303;89216;99371;110964;117367;120664;124232;131878;123162;124079;144604;151346;151729;150154;158551;158997;163117;162378;169948;173028;176529;181669;181649;186343;185429;185537;191980;193090;195614;197176;201270;206382;211463;215035;208566;211846;209884;209097;217554;216886;222016;226700;234458;243140;237252;239794;237899;240731;236653;233719;245825
Хабаровск;Франчайзи;Онлайн;31498;39961;40232;42534;42042;42996;48998;47350;48844;64514;68889;64111;52721;50783;54955;51141;33983;32328;46430;57035;62752;78072;84052;85106;95766;109609;129626;133844;136742;145880;150011;139206;140723;147841;133462;147043;135302;142530;151685;147587;140232;146910;142235;138402;130209;135712;137922;141993;136162;133588;144626;138843;139953;140880;156820;160830;161783;168827;171852;182124;169120;168266;185050
Хабаровск;Франчайзи;ПК;55587;56558;60592;61062;59583;59114;60225;59794;59590;60384;59814;59494;58419;57672;58799;56331;54525;52553;52033;46743;49549;50962;49471;48710;46432;45468;46140;44765;42508;41823;41217;39668;39576;40660;39785;38215;36773;36676;37339;35877;34081;33380;32335;31231;31058;31353;30626;29568;28022;27444;28245;26666;25440;24453;23216;22730;22187;22839;22191;21533;20838;20310;19888
Харьков;Франчайзи;Мобилка;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17400;26208;26747;30687;41691;44730;45528;46417;45516;48975;52945;53683;53663;53238;53880;54885;68674;72403;71575;70670;69636;69851;74524;76138;83569;83894;86889;92167;97776;101381;102519;106095;103196;102761;109192
Харьков;Франчайзи;Онлайн;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47726;62511;70925;75313;89027;98222;108136;134702;117925;134432;145963;129584;134670;135317;112967;100421;96525;128464;126436;109811;113791;104996;128415;121052;139085;137324;163950;168439;192370;206852;208798;214251;212278;219566;239590
Харьков;Франчайзи;ПК;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1357;1667;1629;1728;2004;2291;2313;2053;2004;2105;2229;2053;1983;1968;1889;1908;1932;1997;1942;1773;1773;1688;1817;1675;1671;1607;1497;1474;1521;1591;1537;1519;1452;1396;1326
Чебоксары;Франчайзи;Мобилка;12528;14063;17269;18795;22029;23707;27254;29930;32220;33842;36211;39472;41054;40566;45846;38322;40037;42431;46011;45959;45697;48155;48946;48576;49603;47493;48994;48604;49564;52459;56598;59620;57357;58187;57738;59994;60235;58810;59330;58325;58807;59924;63084;64282;67128;65546;63492;64218;66206;64050;66123;65536;67407;69021;73760;77691;75214;74470;74648;75834;77061;73574;77008
Чебоксары;Франчайзи;Онлайн;16987;22722;24579;26260;23506;26807;39771;41148;41327;37443;40004;42438;42278;37514;39910;24794;15646;13491;13083;12872;15200;18902;20744;21544;25211;33459;42582;45174;43497;49488;52672;52502;52527;55413;50600;50397;44394;44581;48648;43428;38147;40137;37236;37465;36093;35439;38003;41402;41275;39478;44223;44853;44930;45158;58141;65513;67702;68924;72157;78433;72387;72698;80731
Чебоксары;Франчайзи;ПК;8649;8778;9385;9555;9128;8595;9116;8623;8660;8920;8608;8367;8214;8088;8228;7877;7034;7016;6984;6267;6608;6984;6637;6472;6096;6184;6303;5966;5376;5353;5485;5458;5149;5361;5266;5027;4827;4847;4921;4605;4278;4195;3961;3884;3984;3887;3816;3636;3582;3403;3501;3235;3020;2861;2722;2707;2648;2659;2506;2422;2315;2291;2316
Челябинск;Филиал;Мобилка;46416;53723;66647;70607;82918;87030;97328;107850;116982;129172;136583;148078;157040;160027;176350;203479;207054;214617;227547;225291;256267;262483;262852;274339;273063;272496;285281;279864;284716;284592;298885;305390;316323;326416;327918;342587;346297;350518;359512;353440;352199;355548;361532;365965;393852;399851;390684;400924;400814;398414;413285;408251;414823;421122;432955;448491;447336;454216;457321;463493;461275;455359;475706
Челябинск;Филиал;Онлайн;93429;103474;101368;98026;89039;62165;75293;102412;106255;155171;155026;149297;141902;140611;159715;161580;136559;135000;144430;154655;164910;187092;189107;200792;212906;248132;296125;301360;302944;317919;333507;334604;335489;354002;325027;345271;323558;335294;353836;335052;317366;355763;318819;322217;315161;329091;328643;353873;341571;337191;362564;346899;348467;345409;372943;397748;403266;429732;423837;439749;408653;406560;447991
Челябинск;Филиал;ПК;334826;334142;352813;350709;339775;331644;332451;330758;328033;333229;306932;284338;298140;308170;312122;304051;288682;280939;280196;265016;274144;280040;272432;270346;257557;254477;259237;249355;236795;231507;229475;227515;223551;228312;222991;219577;210611;211633;213054;203524;193647;189930;183238;180094;181352;182966;178426;174796;167943;164592;168282;159063;152442;144145;136132;136669;135241;137940;135170;130861;126681;122663;121724
Чита;Франчайзи;Мобилка;7974;9394;11681;12589;14544;15888;18029;19615;21256;22973;24790;27280;29713;29581;32996;34942;37159;38701;41222;43160;41933;44403;47925;50596;52136;51812;54241;53349;54236;55731;57804;61499;61718;64093;65364;68909;69580;70025;71657;70935;71122;72403;74860;77764;78907;79176;77878;80990;82269;81516;85240;84229;84814;86657;92281;96806;94316;96084;97548;100135;100272;98943;104715
Чита;Франчайзи;Онлайн;17120;22005;24553;25826;22540;24993;28108;28566;29474;33004;36163;35910;34317;31301;33866;25380;17011;14189;18048;22044;24774;28974;32251;34373;37506;43162;55450;56134;56348;60660;60447;61937;61937;67808;62711;66285;64062;67488;70958;68685;64722;66299;61109;62997;57992;60787;63025;67812;67381;66515;73862;71255;71635;70118;81001;86981;88921;95031;95768;102608;95709;97824;111248
Чита;Франчайзи;ПК;13181;14110;15622;16649;16104;16194;16693;17158;17801;18924;19008;19350;19736;19840;20368;19501;18738;17925;17652;16563;18039;18724;18211;18299;17381;17504;18098;17602;16555;16424;15858;16109;16196;16540;16415;16009;15206;15494;15862;15329;14372;13803;13258;13295;13333;13306;13138;12803;12261;12054;12378;11599;11052;10400;9716;9754;9766;9972;9804;9385;8927;8624;8728
Шымкент;Франчайзи;Мобилка;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33223;34491;42067;49369;62491;72720;72491;75978;79245;83634;93261;90335;107039
Шымкент;Франчайзи;Онлайн;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13452;15971;22799;30867;47636;62186;66761;74087;74927;92480;99142;96796;108917
Шымкент;Франчайзи;ПК;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;475;414;385;395;388;359;361;365;423;389;466;470;466
Южно-Сахалинск;Франчайзи;Мобилка;0;0;1441;5893;7459;10039;10969;12504;13943;14924;16953;18909;21080;21283;23569;22978;25035;25958;28409;29604;28834;29600;33153;34243;35928;36581;37725;37514;38974;40038;42889;44335;45167;45534;45973;49061;50608;51865;52064;50751;50662;52685;55015;56368;59252;60146;59254;62143;62764;63079;64789;63944;65615;67758;71352;74768;73923;74637;74809;77175;77572;77556;79882
Южно-Сахалинск;Франчайзи;Онлайн;0;0;0;1638;2267;5195;8194;9454;9636;11176;12404;15204;15848;13658;13933;11384;7128;6382;8989;11229;11710;13885;15637;16178;19093;22436;26135;28053;27875;29626;32010;30191;28328;28625;24212;28450;27674;29594;31756;30495;29830;33994;34240;34943;30316;32983;33648;35397;34349;33042;37095;35249;36919;38299;43891;47731;46784;49792;48416;55060;51340;50778;56662
Южно-Сахалинск;Франчайзи;ПК;0;0;1035;2776;2845;3331;3874;3981;3999;4324;4566;4722;4931;5179;5491;5517;5319;5144;5281;4745;5238;5672;5245;5276;5021;5187;5473;5440;5056;5155;5218;5045;5148;5120;5073;4903;4633;4986;5090;4785;4570;4626;4446;4345;4448;4477;4314;4196;4026;3922;4115;3837;3639;3448;3178;3249;3129;3295;3198;3049;2825;2941;2912
Якутск;Франчайзи;Мобилка;19831;22106;25779;25668;26926;30787;35248;38130;40797;45494;48197;59100;71250;69643;77706;124850;123169;133571;134613;146382;141424;143250;161471;177185;181490;174985;187157;178806;172254;180794;186881;192050;195312;195846;197103;216209;214513;211611;224771;210217;197932;211965;220208;224440;221048;219023;214971;226714;221984;220823;233275;222064;211036;225132;231539;240849;234793;233305;233306;247830;244103;241277;257309
Якутск;Франчайзи;Онлайн;17013;21951;21732;22360;21115;23072;26875;25940;26196;28085;31650;34633;30603;28260;28748;24032;16524;16308;21065;25984;28073;32300;34616;37538;43077;44487;51825;48566;45369;49121;52588;49809;48762;53807;47491;56136;54615;56992;61636;56994;54961;58568;57895;59179;53660;53160;54372;58998;54376;52287;57442;53583;54080;54507;62998;66399;68780;72339;73520;90778;71771;73498;82284
Якутск;Франчайзи;ПК;23964;25052;26632;26379;24694;24352;24467;23796;24198;24353;24394;24101;23537;23223;23090;22057;20868;19960;19422;17804;18739;19334;18789;18759;17474;17455;17707;16979;15861;15755;15266;14721;15114;15840;15497;15266;14378;15004;15013;14219;13351;13045;12335;12241;12264;12539;12417;12094;11359;11220;11676;11006;10365;9816;9228;9079;9134;9391;9350;9021;8529;8610;8425
Ярославль;Франчайзи;Мобилка;15620;17465;22527;23553;27700;29918;33127;36877;40504;42067;45229;49041;50888;48845;54691;52538;55556;57212;61658;56289;63250;62224;64711;64754;65269;64396;67016;65801;68899;72732;76665;78581;76661;78347;77978;79396;78553;78991;81520;81633;82068;83512;86850;88718;91836;89497;86772;87698;88310;88073;91123;91820;93945;96915;103398;106596;102514;100803;100403;101847;102172;98334;104718
Ярославль;Франчайзи;Онлайн;25781;31607;33298;33873;29310;32668;44833;48133;49197;51621;54995;55220;53608;49182;52876;39221;28213;27792;26725;28140;32144;38374;40003;42694;47478;59064;73859;79315;80237;89027;92780;87670;87736;94827;89261;88873;79466;86236;88176;83236;75911;80886;74722;76984;69684;70611;73212;75853;74904;74194;82344;82298;82525;81798;93774;103170;102956;109877;111818;118023;109776;110700;123198
Ярославль;Франчайзи;ПК;37362;37326;39854;39710;37172;36147;36491;35651;35337;35646;35185;34337;33304;32175;32639;31211;29233;28468;27774;25679;26711;27784;26744;26310;24817;24380;24933;24026;22545;22321;21981;21929;21300;21807;21424;20925;19538;20231;20318;19298;17906;17560;16708;16801;16578;16885;16462;15846;15323;14774;15028;14323;13733;12900;12334;12127;12016;12390;11954;11565;11183;10695;10456
